number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_seq_length,params_shape,state
471,0.0048214709386229515,2025-07-13 20:52:39.424659,2025-07-13 20:53:35.541986,0 days 00:00:56.117327,identity,min,16,0.007346879694716515,5,16,bell,COMPLETE
472,0.0003451552474871278,2025-07-13 20:53:35.542767,2025-07-13 20:54:32.305215,0 days 00:00:56.762448,identity,min,16,0.008584170225415374,5,17,bell,COMPLETE
473,0.0004182092088740319,2025-07-13 20:54:32.306008,2025-07-13 20:55:29.144253,0 days 00:00:56.838245,identity,min,16,0.0077110497923920844,5,17,bell,COMPLETE
474,0.5562728047370911,2025-07-13 20:55:29.145029,2025-07-13 20:55:50.029693,0 days 00:00:20.884664,identity,min,64,0.007236208135556411,5,17,bell,COMPLETE
475,0.0015397683018818498,2025-07-13 20:55:50.030441,2025-07-13 20:56:46.804396,0 days 00:00:56.773955,identity,min,16,0.008603319384743029,5,17,bell,COMPLETE
476,0.0014511957997456193,2025-07-13 20:56:46.805165,2025-07-13 20:57:43.054598,0 days 00:00:56.249433,identity,min,16,0.008283937928089197,5,16,bell,COMPLETE
477,0.0028239779639989138,2025-07-13 20:57:43.055388,2025-07-13 20:58:39.262854,0 days 00:00:56.207466,identity,min,16,0.006909980981626757,5,16,bell,COMPLETE
478,0.004557761829346418,2025-07-13 20:58:39.263636,2025-07-13 20:59:36.061335,0 days 00:00:56.797699,identity,min,16,0.007878692278694087,5,17,bell,COMPLETE
479,0.0006523200427182019,2025-07-13 20:59:36.062120,2025-07-13 21:00:32.342356,0 days 00:00:56.280236,identity,min,16,0.0087402024350581,5,16,bell,COMPLETE
480,0.000725636666174978,2025-07-13 21:00:32.343141,2025-07-13 21:01:23.572708,0 days 00:00:51.229567,identity,min,16,0.007418069535081561,5,16,sigmoid,COMPLETE
481,0.0009878803975880146,2025-07-13 21:01:23.573491,2025-07-13 21:02:19.393807,0 days 00:00:55.820316,identity,min,16,0.00905352797343681,5,15,bell,COMPLETE
482,0.4234817922115326,2025-07-13 21:02:19.394589,2025-07-13 21:03:16.134835,0 days 00:00:56.740246,identity,min,16,0.0005846527263918529,5,17,bell,COMPLETE
483,0.00032447767443954945,2025-07-13 21:03:16.135615,2025-07-13 21:04:12.304233,0 days 00:00:56.168618,identity,min,16,0.008154033214790276,5,16,bell,COMPLETE
484,0.0003742944390978664,2025-07-13 21:04:12.305016,2025-07-13 21:05:08.465756,0 days 00:00:56.160740,identity,min,16,0.006724967098107658,5,16,bell,COMPLETE
485,0.0008592247613705695,2025-07-13 21:05:08.466540,2025-07-13 21:06:04.653268,0 days 00:00:56.186728,identity,min,16,0.007836480068333054,5,16,bell,COMPLETE
486,0.00035000807838514447,2025-07-13 21:06:04.654054,2025-07-13 21:07:00.376015,0 days 00:00:55.721961,identity,min,16,0.007110453440459662,5,15,bell,COMPLETE
487,0.00033073805388994515,2025-07-13 21:07:00.376805,2025-07-13 21:07:56.110032,0 days 00:00:55.733227,identity,min,16,0.008136408144704359,5,15,bell,COMPLETE
488,0.004989128094166517,2025-07-13 21:07:56.110831,2025-07-13 21:08:51.870190,0 days 00:00:55.759359,identity,min,16,0.007847444581764833,5,15,bell,COMPLETE
489,0.0003511355316732079,2025-07-13 21:08:51.870997,2025-07-13 21:09:47.619772,0 days 00:00:55.748775,identity,min,16,0.007280670999623307,5,15,bell,COMPLETE
490,0.02359900251030922,2025-07-13 21:09:47.620562,2025-07-13 21:10:43.782933,0 days 00:00:56.162371,identity,min,16,0.0065213626407967665,5,16,bell,COMPLETE
491,0.00040170649299398065,2025-07-13 21:10:43.783711,2025-07-13 21:11:39.546545,0 days 00:00:55.762834,identity,min,16,0.00817889210852231,5,15,bell,COMPLETE
492,0.18885496258735657,2025-07-13 21:11:39.547339,2025-07-13 21:12:35.718251,0 days 00:00:56.170912,identity,min,16,0.00023381618632270414,5,16,bell,COMPLETE
493,0.0144108971580863,2025-07-13 21:12:35.719040,2025-07-13 21:12:49.804414,0 days 00:00:14.085374,identity,min,128,0.007091229720768484,5,17,bell,COMPLETE
494,0.0004134751216042787,2025-07-13 21:12:49.805127,2025-07-13 21:13:45.601132,0 days 00:00:55.796005,identity,min,16,0.007943069735558807,5,15,bell,COMPLETE
495,0.2323397696018219,2025-07-13 21:13:45.601900,2025-07-13 21:14:41.627219,0 days 00:00:56.025319,identity,min,16,0.00014138536863157918,5,16,bell,COMPLETE
496,0.0003366223827470094,2025-07-13 21:14:41.628003,2025-07-13 21:15:37.188374,0 days 00:00:55.560371,identity,min,16,0.008767720443366643,5,15,bell,COMPLETE
497,0.007229484152048826,2025-07-13 21:15:37.189158,2025-07-13 21:16:32.773981,0 days 00:00:55.584823,identity,min,16,0.008863090654178356,5,15,bell,COMPLETE
498,0.4095104932785034,2025-07-13 21:16:32.774779,2025-07-13 21:16:53.023951,0 days 00:00:20.249172,identity,min,64,0.007597348256492091,5,15,bell,COMPLETE
499,0.0010312681552022696,2025-07-13 21:16:53.024584,2025-07-13 21:17:48.649004,0 days 00:00:55.624420,identity,min,16,0.006615095994066084,5,15,bell,COMPLETE
