number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_shape,params_shuffle,params_weight_decay,state
407,1.3225219249725342,2025-07-10 23:22:59.402385,2025-07-10 23:23:10.274008,0 days 00:00:10.871623,relu,prod,64,0.009897668564862197,6,gaussian,False,2.2197379148162533e-05,COMPLETE
408,4.244586762069957e-06,2025-07-10 23:23:10.274690,2025-07-10 23:23:39.438580,0 days 00:00:29.163890,identity,prod,16,0.007498437771166802,3,gaussian,False,1.0841054034657543e-05,COMPLETE
409,4.2998576645914e-06,2025-07-10 23:23:39.439315,2025-07-10 23:23:55.984156,0 days 00:00:16.544841,relu,prod,32,0.009992343237201851,3,gaussian,False,1.7781951092638312e-05,COMPLETE
410,4.0171003092837054e-06,2025-07-10 23:23:55.984851,2025-07-10 23:24:25.206446,0 days 00:00:29.221595,identity,prod,16,0.006747316920175515,3,gaussian,False,3.7226545428486155e-05,COMPLETE
411,5.103632247482892e-06,2025-07-10 23:24:25.207164,2025-07-10 23:25:03.010777,0 days 00:00:37.803613,identity,prod,16,0.008285123279422976,8,gaussian,False,0.0001548919816740273,COMPLETE
412,3.7777515444759047e-06,2025-07-10 23:25:03.011490,2025-07-10 23:25:30.453344,0 days 00:00:27.441854,relu,min,16,0.0077219374372657,3,sigmoid,False,1.471874375952467e-05,COMPLETE
413,4.485387307795463e-06,2025-07-10 23:25:30.454079,2025-07-10 23:25:57.872760,0 days 00:00:27.418681,relu,min,16,0.0029228221479734523,3,sigmoid,False,1.5091925192821332e-05,COMPLETE
414,0.00045172811951488256,2025-07-10 23:25:57.873421,2025-07-10 23:26:08.593882,0 days 00:00:10.720461,relu,min,64,0.00864080446437358,7,sigmoid,True,1.5961733693913406e-05,COMPLETE
415,4.388345587358344e-06,2025-07-10 23:26:08.594412,2025-07-10 23:26:34.534506,0 days 00:00:25.940094,relu,min,16,0.00800310360245722,2,sigmoid,False,1.4044852817010664e-05,COMPLETE
416,4.1670750761113595e-06,2025-07-10 23:26:34.535150,2025-07-10 23:27:02.023353,0 days 00:00:27.488203,relu,min,16,0.009296217380728701,3,sigmoid,False,1.1794441988906789e-05,COMPLETE
417,4.320816969993757e-06,2025-07-10 23:27:02.023918,2025-07-10 23:27:30.971331,0 days 00:00:28.947413,relu,min,16,0.007420835697866353,4,sigmoid,False,6.999452913452495e-05,COMPLETE
418,4.887119757768232e-06,2025-07-10 23:27:30.972061,2025-07-10 23:27:51.147430,0 days 00:00:20.175369,relu,min,32,0.008782786329230055,9,sigmoid,False,1.288747822160736e-05,COMPLETE
419,4.034176981804194e-06,2025-07-10 23:27:51.148039,2025-07-10 23:28:18.617915,0 days 00:00:27.469876,relu,min,16,0.007772346589646128,3,sigmoid,False,1.9388732176453823e-05,COMPLETE
420,4.125911800656468e-06,2025-07-10 23:28:18.618670,2025-07-10 23:28:27.562444,0 days 00:00:08.943774,relu,min,64,0.009146820762049684,3,sigmoid,False,1.5110074352459088e-05,COMPLETE
421,4.293724032322643e-06,2025-07-10 23:28:27.563060,2025-07-10 23:28:59.263659,0 days 00:00:31.700599,relu,min,16,0.007257759184425327,3,bell,False,1.7063027649901665e-05,COMPLETE
422,4.59308785139001e-06,2025-07-10 23:28:59.264251,2025-07-10 23:29:31.259721,0 days 00:00:31.995470,relu,prod,16,0.008214625632990358,5,sigmoid,False,9.623649965521146e-05,COMPLETE
423,8.29048003652133e-05,2025-07-10 23:29:31.260436,2025-07-10 23:29:37.130388,0 days 00:00:05.869952,relu,prod,128,0.00998286291755165,3,gaussian,False,1.2550934286435189e-05,COMPLETE
424,3.9944779928191565e-06,2025-07-10 23:29:37.130841,2025-07-10 23:30:06.767872,0 days 00:00:29.637031,relu,prod,16,0.006838227939325731,3,gaussian,False,2.8312768969992838e-05,COMPLETE
425,1.3225219249725342,2025-07-10 23:30:06.768609,2025-07-10 23:30:16.215712,0 days 00:00:09.447103,relu,prod,64,0.008584568991620014,3,gaussian,False,1.3577001927875957e-05,COMPLETE
426,4.134067694394616e-06,2025-07-10 23:30:16.216145,2025-07-10 23:30:51.392793,0 days 00:00:35.176648,relu,min,16,0.006160655413703739,8,sigmoid,True,4.636018065517425e-05,COMPLETE
427,9.43782288231887e-06,2025-07-10 23:30:51.393531,2025-07-10 23:31:22.657059,0 days 00:00:31.263528,relu,prod,16,0.007714255629078823,4,gaussian,False,1.5984555008647935e-05,COMPLETE
428,0.003191965166479349,2025-07-10 23:31:22.657701,2025-07-10 23:31:39.949181,0 days 00:00:17.291480,relu,prod,32,0.00477652326383243,2,bell,False,0.00014075827203296012,COMPLETE
429,5.293616140988888e-06,2025-07-10 23:31:39.949724,2025-07-10 23:32:09.148971,0 days 00:00:29.199247,identity,prod,16,0.009175053467708942,3,gaussian,False,0.00011028228951156979,COMPLETE
430,4.087020442966605e-06,2025-07-10 23:32:09.149710,2025-07-10 23:32:38.714596,0 days 00:00:29.564886,relu,prod,16,0.007157138336812134,3,gaussian,False,1.0017428838027073e-05,COMPLETE
431,0.0005698458990082145,2025-07-10 23:32:38.715330,2025-07-10 23:32:50.865327,0 days 00:00:12.149997,identity,prod,64,0.008121767396435728,9,gaussian,False,1.4317426240136596e-05,COMPLETE
432,6.523326646856731e-06,2025-07-10 23:32:50.866013,2025-07-10 23:33:19.993249,0 days 00:00:29.127236,identity,prod,16,0.005465193224181312,3,gaussian,False,0.00024137307806174687,COMPLETE
433,4.067812824359862e-06,2025-07-10 23:33:19.993987,2025-07-10 23:33:49.545605,0 days 00:00:29.551618,relu,prod,16,0.006703088037038976,3,gaussian,False,1.1682281954252773e-05,COMPLETE
434,4.1736361708899494e-06,2025-07-10 23:33:49.546345,2025-07-10 23:34:22.824903,0 days 00:00:33.278558,identity,prod,16,0.009060652068883518,6,sigmoid,False,1.7783218650910626e-05,COMPLETE
435,inf,2025-07-10 23:34:22.825634,2025-07-10 23:34:57.722643,0 days 00:00:34.897009,relu,prod,16,0.009988493098479207,6,gaussian,False,1.9822212082551412e-05,COMPLETE
436,0.0005301862838678062,2025-07-10 23:34:57.723370,2025-07-10 23:35:06.906592,0 days 00:00:09.183222,identity,min,64,0.007789411089486073,3,gaussian,False,0.00021695315219543698,COMPLETE
437,1.3225219249725342,2025-07-10 23:35:06.907232,2025-07-10 23:35:36.580934,0 days 00:00:29.673702,relu,prod,16,0.008517770935487496,3,gaussian,True,0.00012569095487146052,COMPLETE
438,3.0825718567939475e-05,2025-07-10 23:35:36.581488,2025-07-10 23:35:54.727288,0 days 00:00:18.145800,identity,prod,32,0.004284730049018415,5,gaussian,False,0.00015582407855994988,COMPLETE
439,4.184616955171805e-06,2025-07-10 23:35:54.727926,2025-07-10 23:36:24.255192,0 days 00:00:29.527266,relu,prod,16,0.0062634079441319206,3,gaussian,False,1.2220486393270236e-05,COMPLETE
440,0.00042976587428711355,2025-07-10 23:36:24.255756,2025-07-10 23:37:03.737050,0 days 00:00:39.481294,identity,prod,16,0.007377073936691746,7,bell,False,0.00014242073027315917,COMPLETE
441,1.0067156836157665e-05,2025-07-10 23:37:03.737777,2025-07-10 23:37:33.290934,0 days 00:00:29.553157,relu,prod,16,0.009125413303743338,3,gaussian,False,6.071633937567045e-05,COMPLETE
442,1.3042532373219728e-05,2025-07-10 23:37:33.291684,2025-07-10 23:37:41.828839,0 days 00:00:08.537155,identity,prod,64,0.008115878108872283,2,sigmoid,False,1.58362496982533e-05,COMPLETE
443,3.9132823985710274e-06,2025-07-10 23:37:41.829278,2025-07-10 23:38:13.101268,0 days 00:00:31.271990,relu,prod,16,0.006990833505122225,4,gaussian,False,0.0001803931373997522,COMPLETE
444,4.219060883769998e-06,2025-07-10 23:38:13.101991,2025-07-10 23:38:52.424284,0 days 00:00:39.322293,identity,prod,16,0.008588764618760828,9,gaussian,False,1.4522103298772162e-05,COMPLETE
445,4.475310106499819e-06,2025-07-10 23:38:52.425020,2025-07-10 23:39:21.104070,0 days 00:00:28.679050,relu,min,16,0.006339330220957489,3,gaussian,False,0.0002078389668444969,COMPLETE
446,8.136811629810836e-06,2025-07-10 23:39:21.104743,2025-07-10 23:39:37.503285,0 days 00:00:16.398542,identity,prod,32,0.007538074311833645,3,gaussian,False,1.0756842350826735e-05,COMPLETE
447,4.408628228702582e-06,2025-07-10 23:39:37.503834,2025-07-10 23:40:06.819714,0 days 00:00:29.315880,identity,prod,16,0.005680823797992584,3,gaussian,False,0.0003170682926546289,COMPLETE
448,0.003085413482040167,2025-07-10 23:40:06.820435,2025-07-10 23:40:13.781509,0 days 00:00:06.961074,relu,prod,128,0.009432984083520496,7,gaussian,True,0.000233862391483602,COMPLETE
449,0.016542891040444374,2025-07-10 23:40:13.781952,2025-07-10 23:40:25.236593,0 days 00:00:11.454641,identity,prod,64,0.00801881319146662,8,sigmoid,False,0.0002769389878430538,COMPLETE
450,3.897376245731721e-06,2025-07-10 23:40:25.237290,2025-07-10 23:40:56.618733,0 days 00:00:31.381443,relu,prod,16,0.00690277643278865,4,gaussian,False,0.00017431527532316382,COMPLETE
451,4.1403177419852e-06,2025-07-10 23:40:56.619476,2025-07-10 23:41:25.883052,0 days 00:00:29.263576,identity,prod,16,0.00997392457305252,3,gaussian,False,0.0001605234639855153,COMPLETE
452,4.267511485522846e-06,2025-07-10 23:41:25.883773,2025-07-10 23:41:55.587779,0 days 00:00:29.704006,relu,prod,16,0.008779804263920684,3,gaussian,False,1.2764634636522259e-05,COMPLETE
453,4.63962624053238e-06,2025-07-10 23:41:55.588519,2025-07-10 23:42:23.958352,0 days 00:00:28.369833,identity,min,16,0.007271124846807254,3,gaussian,False,7.742270352003044e-05,COMPLETE
454,1.3225219249725342,2025-07-10 23:42:23.959042,2025-07-10 23:42:33.780097,0 days 00:00:09.821055,relu,prod,64,0.0023649679874765926,2,bell,False,2.4122653801747232e-05,COMPLETE
455,5.23292010257137e-06,2025-07-10 23:42:33.780635,2025-07-10 23:43:01.855978,0 days 00:00:28.075343,identity,prod,16,0.0011120785714726301,3,sigmoid,False,8.675565641553063e-05,COMPLETE
456,0.004113731440156698,2025-07-10 23:43:01.856621,2025-07-10 23:43:23.934137,0 days 00:00:22.077516,relu,prod,32,0.006492780656878931,9,gaussian,False,0.00019984707188453452,COMPLETE
457,5.476865226228256e-06,2025-07-10 23:43:23.934670,2025-07-10 23:43:53.190993,0 days 00:00:29.256323,identity,prod,16,0.005816970791275939,3,gaussian,False,1.7377233148598497e-05,COMPLETE
458,3.982671842095442e-06,2025-07-10 23:43:53.191750,2025-07-10 23:44:24.513498,0 days 00:00:31.321748,relu,prod,16,0.007970834060983123,4,gaussian,False,0.00014704520093695064,COMPLETE
459,8.05471499916166e-05,2025-07-10 23:44:24.514237,2025-07-10 23:44:53.766797,0 days 00:00:29.252560,identity,prod,16,0.002088357999499875,3,gaussian,False,0.00011490982126485622,COMPLETE
460,6.887572089908645e-05,2025-07-10 23:44:53.767552,2025-07-10 23:45:04.238460,0 days 00:00:10.470908,relu,prod,64,0.009190734072879644,5,gaussian,True,5.5557229617557387e-05,COMPLETE
461,4.85138343719882e-06,2025-07-10 23:45:04.238935,2025-07-10 23:45:32.522230,0 days 00:00:28.283295,identity,min,16,0.008556343996808002,3,gaussian,False,0.0007872274167864606,COMPLETE
462,5.401688213169109e-06,2025-07-10 23:45:32.523000,2025-07-10 23:46:00.971710,0 days 00:00:28.448710,relu,prod,16,0.005048504362492568,3,sigmoid,False,0.00025714519143138785,COMPLETE
463,0.0001041722425725311,2025-07-10 23:46:00.972394,2025-07-10 23:46:30.196496,0 days 00:00:29.224102,identity,prod,16,0.000898833112313151,3,gaussian,False,0.0003500815174359265,COMPLETE
464,0.7361859679222107,2025-07-10 23:46:30.197221,2025-07-10 23:46:41.589406,0 days 00:00:11.392185,relu,prod,64,0.00022516318121622192,7,gaussian,False,0.0001344826034232785,COMPLETE
465,3.903135166183347e-06,2025-07-10 23:46:41.589840,2025-07-10 23:47:03.479210,0 days 00:00:21.889370,identity,prod,32,0.009969683676419374,9,gaussian,False,1.41432023583409e-05,COMPLETE
466,4.365767836134182e-06,2025-07-10 23:47:03.479948,2025-07-10 23:47:36.238002,0 days 00:00:32.758054,relu,prod,16,0.00744969994897934,3,bell,False,0.00019463666724199488,COMPLETE
467,1.2295972737774719e-05,2025-07-10 23:47:36.238764,2025-07-10 23:48:05.459867,0 days 00:00:29.221103,identity,prod,16,0.00669948656842206,3,gaussian,False,1.1331599109018587e-05,COMPLETE
468,1.3225219249725342,2025-07-10 23:48:05.460625,2025-07-10 23:48:33.214482,0 days 00:00:27.753857,relu,prod,16,0.00805235386363437,2,gaussian,False,0.00016015694417618947,COMPLETE
469,4.1418857108510565e-06,2025-07-10 23:48:33.215208,2025-07-10 23:49:00.276193,0 days 00:00:27.060985,identity,min,16,0.008886954353830117,3,sigmoid,False,0.0002160475583168077,COMPLETE
470,9.219670027960092e-05,2025-07-10 23:49:00.276885,2025-07-10 23:49:09.715850,0 days 00:00:09.438965,relu,prod,64,0.007459152617409737,3,gaussian,False,0.00018371841841531762,COMPLETE
471,4.155495389568387e-06,2025-07-10 23:49:09.716408,2025-07-10 23:49:44.055097,0 days 00:00:34.338689,identity,prod,16,0.006043522792970303,6,gaussian,True,1.505753621406162e-05,COMPLETE
472,0.07282072305679321,2025-07-10 23:49:44.055741,2025-07-10 23:49:49.928038,0 days 00:00:05.872297,relu,prod,128,0.0031789640050581217,3,gaussian,False,0.0001734435687542457,COMPLETE
473,4.151374923822004e-06,2025-07-10 23:49:49.928572,2025-07-10 23:50:27.611478,0 days 00:00:37.682906,identity,prod,16,0.009057317697410562,8,gaussian,False,2.024079834305821e-05,COMPLETE
474,4.145892489759717e-06,2025-07-10 23:50:27.612207,2025-07-10 23:50:58.494042,0 days 00:00:30.881835,identity,prod,16,0.008170007669308995,4,gaussian,False,1.3401961366011396e-05,COMPLETE
475,4.16703960581799e-06,2025-07-10 23:50:58.494791,2025-07-10 23:51:14.447472,0 days 00:00:15.952681,relu,prod,32,0.006946684648100122,3,sigmoid,False,0.0001262246015658102,COMPLETE
476,4.964714662492042e-06,2025-07-10 23:51:14.448180,2025-07-10 23:51:43.718373,0 days 00:00:29.270193,identity,prod,16,0.0026557623744057094,3,gaussian,False,1.7083900097678322e-05,COMPLETE
477,7.63748466852121e-05,2025-07-10 23:51:43.719123,2025-07-10 23:51:55.091710,0 days 00:00:11.372587,relu,min,64,0.009157599860809737,8,gaussian,False,0.0001451012953878105,COMPLETE
478,0.0009042529272846878,2025-07-10 23:51:55.092354,2025-07-10 23:52:25.650942,0 days 00:00:30.558588,identity,prod,16,0.00777660855523377,2,bell,False,0.00016414248189726421,COMPLETE
479,3.6179487779008923e-06,2025-07-10 23:52:25.651691,2025-07-10 23:52:58.679720,0 days 00:00:33.028029,relu,prod,16,0.006401561263856537,5,gaussian,False,0.00022412630926366354,COMPLETE
480,5.192543540033512e-06,2025-07-10 23:52:58.680276,2025-07-10 23:53:31.667660,0 days 00:00:32.987384,relu,prod,16,0.0061761294909215576,5,gaussian,False,0.00023697771685931776,COMPLETE
481,4.197785528958775e-06,2025-07-10 23:53:31.668423,2025-07-10 23:54:02.932015,0 days 00:00:31.263592,relu,prod,16,0.006463067854425825,4,gaussian,False,0.00022195612822985573,COMPLETE
482,3.7710256037826184e-06,2025-07-10 23:54:02.932726,2025-07-10 23:54:35.950009,0 days 00:00:33.017283,relu,prod,16,0.004712770185430908,5,gaussian,False,0.000253987619972723,COMPLETE
483,1.1316742897033691,2025-07-10 23:54:35.950776,2025-07-10 23:55:09.136330,0 days 00:00:33.185554,relu,prod,16,0.005519824563688233,5,gaussian,False,0.00024058591260218442,COMPLETE
484,0.0014409818686544895,2025-07-10 23:55:09.137477,2025-07-10 23:55:42.259760,0 days 00:00:33.122283,relu,prod,16,0.004541136795689923,5,gaussian,True,0.00025430319488490915,COMPLETE
485,3.8544440030818805e-06,2025-07-10 23:55:42.260526,2025-07-10 23:56:16.960874,0 days 00:00:34.700348,relu,prod,16,0.004845686698877422,6,gaussian,False,0.00029562562610118196,COMPLETE
486,3.6286191971157677e-06,2025-07-10 23:56:16.962159,2025-07-10 23:56:51.820708,0 days 00:00:34.858549,relu,prod,16,0.004179642467344955,6,gaussian,False,0.00035566953557769864,COMPLETE
487,6.653279797319556e-06,2025-07-10 23:56:51.821446,2025-07-10 23:57:23.419265,0 days 00:00:31.597819,relu,min,16,0.0037114744469792047,5,gaussian,False,0.0004117751932730272,COMPLETE
488,4.103239461983321e-06,2025-07-10 23:57:23.420337,2025-07-10 23:57:58.134539,0 days 00:00:34.714202,relu,prod,16,0.004280759390474541,6,gaussian,False,0.0002791901115400151,COMPLETE
489,1.3499552551365923e-05,2025-07-10 23:57:58.135271,2025-07-10 23:58:31.187486,0 days 00:00:33.052215,relu,prod,16,0.004382062840163335,5,gaussian,False,0.000304492533311369,COMPLETE
490,4.145500497543253e-06,2025-07-10 23:58:31.188232,2025-07-10 23:59:06.109512,0 days 00:00:34.921280,relu,prod,16,0.0035003918039859185,6,gaussian,False,0.000206919634144592,COMPLETE
491,3.714471858984325e-06,2025-07-10 23:59:06.110247,2025-07-10 23:59:40.860920,0 days 00:00:34.750673,relu,prod,16,0.005133660764124278,6,gaussian,False,0.0002488009976991091,COMPLETE
492,4.206088760838611e-06,2025-07-10 23:59:40.861664,2025-07-11 00:00:15.730026,0 days 00:00:34.868362,relu,prod,16,0.005002729955100162,6,gaussian,False,0.0004498798771896251,COMPLETE
493,3.761412472158554e-06,2025-07-11 00:00:15.730786,2025-07-11 00:00:50.453677,0 days 00:00:34.722891,relu,prod,16,0.005014608237456919,6,gaussian,False,0.0002667606988737554,COMPLETE
494,3.5565193684305996e-05,2025-07-11 00:00:50.454410,2025-07-11 00:01:25.331424,0 days 00:00:34.877014,relu,prod,16,0.004615788536938982,6,gaussian,False,0.0003418935100041547,COMPLETE
495,1.3225219249725342,2025-07-11 00:01:25.332174,2025-07-11 00:02:00.183938,0 days 00:00:34.851764,relu,prod,16,0.00405290988658069,6,gaussian,False,0.000358392389614256,COMPLETE
496,4.226948021823773e-06,2025-07-11 00:02:00.184690,2025-07-11 00:02:33.383563,0 days 00:00:33.198873,relu,min,16,0.0050282119861619345,6,gaussian,False,0.00028116871341980434,COMPLETE
497,1.828604581533e-05,2025-07-11 00:02:33.384341,2025-07-11 00:03:06.418811,0 days 00:00:33.034470,relu,prod,16,0.003952948933752103,5,gaussian,False,0.0002559661074030737,COMPLETE
498,4.103742412553402e-06,2025-07-11 00:03:06.419554,2025-07-11 00:03:41.205382,0 days 00:00:34.785828,relu,prod,16,0.0051415823121333,6,gaussian,False,0.00026599477945107755,COMPLETE
499,7.031721452221973e-06,2025-07-11 00:03:41.206108,2025-07-11 00:04:15.957307,0 days 00:00:34.751199,relu,prod,16,0.0045600833951531,6,gaussian,False,0.000305554277410174,COMPLETE
