number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_h,params_lr,params_seq_length,state
131,3.506858092805487e-06,2025-07-07 16:19:08.031821,2025-07-07 16:21:45.940938,0 days 00:02:37.909117,identity,16,124,0.0001794514071088231,20,COMPLETE
132,5.271876943879761e-06,2025-07-07 16:21:45.941715,2025-07-07 16:24:20.864914,0 days 00:02:34.923199,identity,16,118,0.0008142757037739004,20,COMPLETE
133,3.521917278703768e-06,2025-07-07 16:24:20.865639,2025-07-07 16:26:57.451042,0 days 00:02:36.585403,identity,16,121,0.0002098846252160644,20,COMPLETE
134,3.325166062495555e-06,2025-07-07 16:26:57.451794,2025-07-07 16:29:30.005736,0 days 00:02:32.553942,identity,16,126,0.0001294588522541051,19,COMPLETE
135,3.838110842480091e-06,2025-07-07 16:29:30.006456,2025-07-07 16:32:06.550519,0 days 00:02:36.544063,identity,16,128,0.0001257438098011685,20,COMPLETE
136,3.682524948089849e-06,2025-07-07 16:32:06.551300,2025-07-07 16:34:39.393272,0 days 00:02:32.841972,identity,16,125,0.0001109542460237019,19,COMPLETE
137,1.316251516342163,2025-07-07 16:34:39.394029,2025-07-07 16:36:04.251198,0 days 00:01:24.857169,relu,32,123,0.00013363883987146865,19,COMPLETE
138,6.2175499806471635e-06,2025-07-07 16:36:04.251989,2025-07-07 16:38:37.738395,0 days 00:02:33.486406,identity,16,61,0.00010140363247562075,20,COMPLETE
139,3.5927555472881068e-06,2025-07-07 16:38:37.739151,2025-07-07 16:41:12.261681,0 days 00:02:34.522530,identity,16,126,0.00011895566157433942,18,COMPLETE
140,3.6035580706084147e-06,2025-07-07 16:41:12.262438,2025-07-07 16:44:11.307492,0 days 00:02:59.045054,identity,16,113,0.00019212715601233586,19,COMPLETE
141,3.3970716231124243e-06,2025-07-07 16:44:11.308210,2025-07-07 16:46:39.868560,0 days 00:02:28.560350,identity,16,119,0.00014836176135924582,19,COMPLETE
142,3.4456284083717037e-06,2025-07-07 16:46:39.869311,2025-07-07 16:49:06.343380,0 days 00:02:26.474069,identity,16,116,0.0001450881301299009,19,COMPLETE
143,3.6528481359709986e-06,2025-07-07 16:49:06.344107,2025-07-07 16:51:41.588187,0 days 00:02:35.244080,identity,16,121,0.0001554389952493298,20,COMPLETE
144,3.603338655011612e-06,2025-07-07 16:51:41.588952,2025-07-07 16:54:11.348000,0 days 00:02:29.759048,identity,16,124,0.0001242905983610291,19,COMPLETE
145,3.432681751291966e-06,2025-07-07 16:54:11.348736,2025-07-07 16:56:45.980846,0 days 00:02:34.632110,identity,16,119,0.00016642032164697885,20,COMPLETE
146,3.5374498565943213e-06,2025-07-07 16:56:45.981615,2025-07-07 16:59:15.160826,0 days 00:02:29.179211,identity,16,122,0.00014043748052393942,19,COMPLETE
147,3.5542248042474966e-06,2025-07-07 16:59:15.161554,2025-07-07 17:01:44.282614,0 days 00:02:29.121060,identity,16,128,0.00011252915294246911,19,COMPLETE
148,3.317862137919292e-06,2025-07-07 17:01:44.283412,2025-07-07 17:04:36.109593,0 days 00:02:51.826181,identity,16,114,0.00012784857069125216,18,COMPLETE
149,0.00024547503562644124,2025-07-07 17:04:36.110317,2025-07-07 17:05:28.996528,0 days 00:00:52.886211,identity,64,114,0.000132450592951664,18,COMPLETE
150,0.014161358587443829,2025-07-07 17:05:28.997294,2025-07-07 17:06:10.366458,0 days 00:00:41.369164,identity,128,117,0.00010013622935584643,17,COMPLETE
151,3.4978531857632333e-06,2025-07-07 17:06:10.367222,2025-07-07 17:08:43.050842,0 days 00:02:32.683620,identity,16,124,0.0001240597911799878,18,COMPLETE
152,3.5745815694099292e-06,2025-07-07 17:08:43.051626,2025-07-07 17:11:04.201913,0 days 00:02:21.150287,identity,16,120,0.0001104757086522915,18,COMPLETE
153,3.6477899811870884e-06,2025-07-07 17:11:04.202692,2025-07-07 17:13:43.047971,0 days 00:02:38.845279,identity,16,126,0.00016155060737017891,20,COMPLETE
154,3.507783958411892e-06,2025-07-07 17:13:43.048701,2025-07-07 17:16:10.008020,0 days 00:02:26.959319,identity,16,116,0.0001454672772025559,19,COMPLETE
155,3.4439713090250734e-06,2025-07-07 17:16:10.008805,2025-07-07 17:18:34.939389,0 days 00:02:24.930584,identity,16,122,0.0001229134240207009,17,COMPLETE
156,3.335077735755476e-06,2025-07-07 17:18:34.940101,2025-07-07 17:21:04.112605,0 days 00:02:29.172504,identity,16,119,0.0001794318890721189,19,COMPLETE
157,3.669770876513212e-06,2025-07-07 17:21:04.113416,2025-07-07 17:23:55.603544,0 days 00:02:51.490128,identity,16,113,0.00023310963840581783,18,COMPLETE
158,3.690898438435397e-06,2025-07-07 17:23:55.604311,2025-07-07 17:26:31.640917,0 days 00:02:36.036606,identity,16,109,0.00018451370921719837,16,COMPLETE
159,4.46220383309992e-06,2025-07-07 17:26:31.641672,2025-07-07 17:29:07.070235,0 days 00:02:35.428563,relu,16,118,0.00011488791955235878,20,COMPLETE
160,3.566740815585945e-06,2025-07-07 17:29:07.070972,2025-07-07 17:31:40.129174,0 days 00:02:33.058202,identity,16,125,0.00013294886788342463,19,COMPLETE
161,3.5305188248457853e-06,2025-07-07 17:31:40.129979,2025-07-07 17:34:07.938074,0 days 00:02:27.808095,identity,16,120,0.00016520881304300293,19,COMPLETE
162,3.472804792181705e-06,2025-07-07 17:34:07.938796,2025-07-07 17:36:37.237656,0 days 00:02:29.298860,identity,16,122,0.0001474235135394053,19,COMPLETE
